review,sentiment_label,confidence
转眼两三年间，零食很忙在上海便涌现出若干家门店，基本上方圆四五公里好像就有一家。万嘉广场这家大概新开也有一两年时间了，去光顾过两三次，特别刚开业的时候搭配APP上的一些优惠促销活动，人气特别旺。里面一些吃喝小零食，一般超市能买到不能买到的都有，特别适合喜欢吃零食的馋猫去逛。,positive (stars 4 and 5),0.9936
"晚饭后与家人到万家商业广场散步，顺路进了零食很忙店。店内货架排列整齐，通道可以容纳两人并行。我们提着购物筐在货架间走动，家人各自挑选喜欢的品类。

薯片区的货架上摆满了袋装商品，从常见的原味到各种口味都有。旁边的面包货架分上下三层，吐司、小面包、蛋糕按包装排列。饮料区的冷柜靠墙放置，瓶装饮品在灯光",positive (stars 4 and 5),0.9898
中午到这边商场里面送货，发现这家零食很忙，进去给老婆买点零食，他们家的零食种类很丰富，各种各样的都有，价格也比较经济实惠，他们还有会员日活动，会员制的价格只有7折更划算，在他们家买的瓜子儿都是加量的，今天人不多，只有一个店员,positive (stars 4 and 5),0.9887
很划算的零食店 每个月都有会员日 每次会员日都要买两百来块 卤鸭掌花生必买,positive (stars 4 and 5),0.9937
家门口的零食小铺，非常满意的一次购物体验！店里零食种类更多，好多儿时的回忆，「香之派去骨鸭掌多味散称」「奥赛益生菌小黄人山楂棒」「西麦幽兰红韵燕麦乳茶」可以承重，活动还多，中奖力度很大，「伊利安慕希希腊风味酸奶草莓味」以后一定会常点。???,positive (stars 4 and 5),0.9937
这家店开在松江御上海，离大学城较近。门面是显眼的黄色，店内宽敞明亮。灯光打的亮。这个品牌市区好像不多见，房租是很大的因素吧。店内经营的零食品种较多，有不少是大品牌。既有包装的也有散秤的。看到有喜欢的喜之郎果冻，毫不犹豫选购了一包。家里人喜欢陈皮话梅也选购了一些。除了零食，还有饮料果汁，冷饮，泡面等等。可谓品种丰富！价格算下来还是实惠的。服务中规中矩！,positive (stars 4 and 5),0.9936
"好大一间店，常经过松江大学城站，但蛮少走到“御上海”。进过旁边“盒马NB”，居然没见过这家店[捂脸]

这些零食店；目前看来几乎都差不多。
况且自己本身不常吃零食。
所以；在这些店消费的次数并不多。
买过几次；都不是我喜欢的口感。
换句话说；虽然种类很多、选择不少，不过；多数都不是我的菜[尴尬]

环境、亮度都很友善。
结账速度也很快。
还不错",positive (stars 4 and 5),0.964
中午结账没有店员 在店里找了一圈都没有人 喊了几声买单也没人 不知道店员都在哪 东西也没买成 服务真的差劲,"negative (stars 1, 2 and 3)",0.9836
"御上海新开的一家零食店，位置很好找，里面各种各样的零食，价格也很实惠，几十块钱也能买到很大一包的零食，确实是不错的
环境：环境也很干净，每个架子都整理得很规范，不会乱七八糟
性价比：零食界的天花板了，真是物超所值了",positive (stars 4 and 5),0.9938
家门口的零食小铺，非常满意的一次购物体验！店里零食种类更多，好多儿时的回忆，「香之派去骨鸭掌多味散称」「奥赛益生菌小黄人山楂棒」「西麦幽兰红韵燕麦乳茶」可以承重，活动还多，中奖力度很大，「伊利安慕希希腊风味酸奶草莓味」以后一定会常点。???,positive (stars 4 and 5),0.9937
中午到这边商场里面送货，发现这家零食很忙，进去给老婆买点零食，他们家的零食种类很丰富，各种各样的都有，价格也比较经济实惠，他们还有会员日活动，会员制的价格只有7折更划算，在他们家买的瓜子儿都是加量的，今天人不多，只有一个店员,positive (stars 4 and 5),0.9887
很划算的零食店 每个月都有会员日 每次会员日都要买两百来块 卤鸭掌花生必买,positive (stars 4 and 5),0.9937
看排队的人比较多，也凑了一个热闹，到哪里挑了点零食，零食品种很多很丰富，价格很便宜，这边开这么大一家零食店还是蛮方便的。,positive (stars 4 and 5),0.9937
"Dollar已找回[爱心][爱心]感谢老板和店员小妹妹和小哥哥[流泪][流泪]寻狗启事帮忙贴在了门口最显眼的地方，在店里不嫌打扰生意让我看了两个小时的监控[流泪][流泪]这么有爱的店零食更让人放心[强][强]
好人一生平安[双手合十][双手合十]新年发大财",positive (stars 4 and 5),0.7672
品种很多，而且可以每个少买点，很适合啥都想吃的人哈哈哈,positive (stars 4 and 5),0.9936
零食超级多，口味超级好吃，大人小孩都喜欢吃。,positive (stars 4 and 5),0.9937
还行吧，说实在的买点水还可以，和儿子卖了半框吧，150多，小的东西看着单价不贵，实际有的是100g的价格，不是500g，以后就当家门口超市买水了,positive (stars 4 and 5),0.7556
最近好像在搞活动，有很多可以低价购买的小零食还是非常划算的。零食店感觉现在也挺卷的，各家店整合的差不多以后就要开始抢地盘了，像零食很忙我印象里松江这边就至少三家店了，万达和大学城文汇路还有这家御上海都是开在人流量很大的地儿，还挺好找的,positive (stars 4 and 5),0.9936
来这边办事，有点透支来买瓶水，服务员真的是又怨天又尤人的服务，咨询一下外星人电解质水是否有大小瓶和是否有其他口味，我都是说“你好 不好意思 请问一下”，态度爱答不理，耳朵背一点都听不到说话声，我都这样客气礼貌态度咨询，不知道遇到蛮横一点的是不是就“欺软怕硬”了？,"negative (stars 1, 2 and 3)",0.9051
首先要特别感谢店里的几位店员小姐姐！虽然操作美团的核销系统遭遇了多次bug，但你们的服务态度真的非常好！一直不厌其烦的耐心尝试，最终想办法帮我成功核销了。期间一直说“不好意思耽误您时间了”，非常客气。问题不出在你们，而在于平台与品牌方的系统衔接，但你们用好的服务态度弥补了这一切，辛苦了！五星好评！,positive (stars 4 and 5),0.9936
买零食就来零食很忙。这个广告语抓住人心了……,positive (stars 4 and 5),0.9766
"又是在零食很忙疯狂淘货的一天 不得不说 爱吃零食的宝宝真的是超级爱这种零食大超市
她家的东西特别多 各种好吃的零食应有尽有 而且价格也很合理
成袋包装的比如乐事可比克之类的还会比大超市更便宜一些 真的很不错
各种好吃的饼干蜜饯果断 甚至泡面都有 卤味零食也超级多 还有各种饮料冰淇淋 真的宝藏
今日又是收获满满一大袋回家 也不多钱 真的划算",positive (stars 4 and 5),0.9937
零食很忙（松江御上海店）是社区高性价比零食折扣仓，学生党&家庭囤货福音！亮点低价王者元气森林比商超便宜20%。品类爆炸，超2000款零食——网红辣条、进口巧克力、散装糕点、冷藏饮品一应俱全，更新快、货源足。  接地气、省钱利器，一站式实现“零食自由”，精打细算党闭眼冲！,positive (stars 4 and 5),0.9878
还可以的，零食的品种品种蛮多的，价格也还可以，就是一个人收银 还要排队,positive (stars 4 and 5),0.9541
在万达2号门门口，交通方便，今天昨天刚开业人多,positive (stars 4 and 5),0.9733
这家店在松江御上海，街边找起来很方便，停车也不难，店里灯光打的很亮，零食经得起检验，都是新鲜的日期，买零食的人很多，一个原因除了便宜就是种类特别的丰富，可以这里挑一点那里挑一点，买一个也不会有人说，买的多优惠也更多！,positive (stars 4 and 5),0.9934
这里的零食真好吃，可惜我不能吃辣，可惜我不能吃辣，哈哈，真的超级好吃。孩子们最喜欢。,positive (stars 4 and 5),0.9935
大学城地铁站附近新开的一个店。吃完饭路过正好过来买个零食。零食种类丰富，经常买这家的面包。工作日早上吃很方便。店里饮料价格比较便宜。还有娃哈哈价格也不贵。辣条种类也很多，每次都会买一些小包得辣条。用碰一碰还有优惠。,positive (stars 4 and 5),0.9937
"新开店，周围终于有了平价零食专卖店了。
各种零食都是小包装的，饮料等可比参照物的价格都比超市便宜30%，物品可选性还是很舒心的。
还可以微信小程序点单，店里取，还可以享受店里没有的折扣。但是，可选的商品比较少。",positive (stars 4 and 5),0.9916
生意非常好，一大早的都是老头老太去买买买，可能是刚开业有活动吧。但是买单的时候，营业员也没有主动告知点评可以团券有优惠，是否要注册会员，会员能干嘛等详细的优惠活动。觉得还是要好好培训一下的。物品种类还算丰富，价格也还行。推荐可以购买。,positive (stars 4 and 5),0.9759
东西还算丰富，价格也差不多，挺好的,positive (stars 4 and 5),0.9745
餐厅的环境优雅，餐厅的口味很好,positive (stars 4 and 5),0.9937
临时很忙，临时很多，吃的也很忙。,positive (stars 4 and 5),0.8257
"鸣鸣很忙梅酒
吃火锅烧烤的时候来上一口这款梅酒简直绝了！清爽解腻还带点微醺～180天古法陈酿，配料表干干净净的。青梅味特别浓，入口超顺滑，用的是黄冰糖，甜中带点酸，口感层次超丰富！基酒是高粱酒所以一点都不辣口
鸣鸣很忙整颗青梅/荔枝气泡酒
这酒简直太适合酒量差又怕烈酒的人了！冰镇后喝超爽，还能自己加点气泡水或者别的饮料DIY一下。一开盖子就看到满满的水果飘上来，果味特别浓，甜度也够，气泡足到一口下去特别过瘾，回味里还有点淡淡的酒香，刚好够劲儿又不会上头～",positive (stars 4 and 5),0.9937
东西很多，价格合适，可挑选余地大。店内整洁干净，工作日人不多。价格超良心，比超市划算太多。日期都很新鲜，每次顺路囤一筐，花小钱就实现零食自由，家里零食柜永远满当当，幸福感直接拉满。很喜欢，会经常回购。,positive (stars 4 and 5),0.9938
我简直是个“零食星人”，经常把零食当饭吃。超爱零食很忙！它家起送价特别亲民，这点太贴心了。店里零食种类丰富得让人挑花眼，不管是酥脆的饼干，还是香香的薯片，应有尽有，都很好吃，种类多多。每次去，我都能找到心头好，价格还实惠，性价比超高，爱了爱了！,positive (stars 4 and 5),0.9937
这家零食铺真的太懂吃货心了，逛到停不下来！货架摆满了各种零食，全品类超,positive (stars 4 and 5),0.9937
"家附近新开的零食店，最近常去逛，体验挺不错的。
 店面不算大，但货架摆得整齐，想吃的基本都能找到。薯片、坚果、肉干这些常见的有，还有不少没见过的小众零食，比如陈皮味的软糖、咸香口的脆枣，每次来都能发现点新鲜的。
 价格也实在，比超市里单买划算，经常有满减活动。老板态度挺好，会主动推荐新品，称重的时候也足称。
 平时追剧、当零食都合适，不用一次买一大包，能多尝几种口味。以后买零食应该就认准这儿了。",positive (stars 4 and 5),0.9937
在零食很忙，度过了愉快的一天?！环境非常舒适，安静适合聊天?。这家店的推荐美食都超赞?！尤其是那道小吃和蛋糕，口感简直没话说?。服务也很贴心，工作人员都很热情周到??。总的来说，是一家值得一试的好店铺?！下次还会再来！?,positive (stars 4 and 5),0.9937
"零食脑袋们集合！分享我最近发现的宝藏零食店——零食很忙！真的一整个爱住，进去就出不来啦~

?一进店，明亮的灯光加上整齐排列的货架，满满当当的零食直接把幸福感拉满！种类多到超乎想象，甜口、咸口、辣口，你能想到的这里都有，从追剧必备的薯片、解馋的坚果，到各种特色的地方小吃，只有你想不到，没有你买不到的。

?价格真的是让我疯狂心动，主打一个性价比超高！不管是学生党还是打工人，都能毫无压力地尽情选购。经常还会有各种优惠活动和促销，每次去都感觉自己像在捡宝一样，轻松实现零食自由。

??♀?服务也非常贴心，店员热情周到，有什么问题都能及时帮忙解决。而且店内环境干净整洁，逛起来超舒服，让人可以轻松挑选自己喜欢的零食。

如果你也是个零食爱好者，一定不要错过！！",positive (stars 4 and 5),0.9914
东西没问题，但是这小程序设计的真的是一坨，扫卷一张一张扫，谁想的出来的,"negative (stars 1, 2 and 3)",0.7638
排排站哈哈哈 小小一瓶干净又卫生,positive (stars 4 and 5),0.9892
挺好的 零食集成店 很方便买各种零食,positive (stars 4 and 5),0.992
到店里还要再交现金，真的是无语。,"negative (stars 1, 2 and 3)",0.9183
御上海青橙店，收银店长态度十分恶劣，本人于9月30号下午六点左右，消费了17元，由于带着孩子，手里带的东西多，外面下雨，结账的时候很委婉的说能不能给个稍微大一点的袋子?这个收银员女的直接口气十分恶劣说:不能。好像欠她的一样。就是不能给，是不是也可以态度好一点解释一下，又他tm不欠你的，什么玩意，赶紧滚吧，有这样的人存在，这个店也是悲哀一个店里多次进出，看出就她态度差，其他店员都很好，。我会继续400投诉……可以掉监控看看当时这个妈什么表情,"negative (stars 1, 2 and 3)",0.9721
店里新来的那个朋友，收银不太会用美团核销，搞了很久，应该要加强培训和带教,positive (stars 4 and 5),0.9019
额外收钱，态度可以，价格一般，还额外收钱，我到底没搞明白。人很多，东西种类很多，我去很多零食店，这是其中一家，不错的零食店之一，不过，我给他的整体印象并不好，主要是态度一般，我下次肯定不过去，最后劝商家实事求是。,"negative (stars 1, 2 and 3)",0.8697
零食很忙的东西又好又实惠，每个礼拜都去的,positive (stars 4 and 5),0.9919
新开不久的店，在停车场出口处，方便找,positive (stars 4 and 5),0.9891
就在玉树路路口，门店很大，位置好找。,positive (stars 4 and 5),0.9904
最近零食很忙，感觉开分店有点风生水起，到处都开了。在松江吾悦广场斜对过这家门面店，很亮堂，让人在远处就能看到了。他家有几款就比较优惠「芬达橙味汽水」让这个外面都要卖3块5了，他家还是比较实惠的「旺旺棒棒冰」个旺旺棒棒冰也好吃,positive (stars 4 and 5),0.9909
零食很忙真的闭眼冲！品类超丰富，追剧爱吃的脆凤爪、素毛肚都有，咸香酥脆超解馋，还有平价牛乳和小饼干，性价比拉满。价格亲民均价才几块钱，日期新鲜，小包装方便携带。店内整洁好逛，每次囤一堆才几十块，学生党、打工人囤货太合适，好吃又实惠，无限回购款！,positive (stars 4 and 5),0.9938
零食很忙真的闭眼冲！品类超丰富，追剧爱吃的脆凤爪、素毛肚都有，咸香酥脆超解馋，还有平价牛乳和小饼干，性价比拉满。价格亲民均价才几块钱，日期新鲜，小包装方便携带。店内整洁好逛，每次囤一堆才几十块，学生党、打工人囤货太合适，好吃又实惠，无限回购款！,positive (stars 4 and 5),0.9938
"基本上每个月的8号都会在他们家逛上一小圈
这是为什么呢？因为他们家8号的时候全场八五折哦。
口味：口味跟大牌的零食品质都是一样的，这个质量很有保证
环境：环境也很干净，小姐姐结账的速度非常的迅速，准确
服务：服务还可以哦",positive (stars 4 and 5),0.9887
"这样过来挺方便的，停车都挺方便。这家店里种类很多，然后价格也比较便宜。
以后有空还会再来逛买零食来这边就对了，基本上想吃的都有。还有泡面呀之类的一系列有吃饱的也有蛋糕什么。
我觉得这个代言人选的比较喜欢大家都挺喜欢。",positive (stars 4 and 5),0.9936
最近零食很忙，感觉开分店有点风生水起，到处都开了。在松江吾悦广场斜对过这家门面店，很亮堂，让人在远处就能看到了。他家有几款就比较优惠「芬达橙味汽水」让这个外面都要卖3块5了，他家还是比较实惠的「旺旺棒棒冰」个旺旺棒棒冰也好吃,positive (stars 4 and 5),0.9909
就在玉树路路口，门店很大，位置好找。,positive (stars 4 and 5),0.9904
零食店种类繁多，逛一圈可以买不少好吃的[笑脸],positive (stars 4 and 5),0.9885
还能说什么呢，价格天花板，比有的批发都便宜,positive (stars 4 and 5),0.974
晚上散步，看到这家零食很忙，进去买了点零食给小朋友，品种多样，店里环境舒适整洁，停车也很便利，非常Nice的零食尐店。,positive (stars 4 and 5),0.9938
位于吾悦附近的马路路口，人流量挺大的。是偶像周杰伦代言的零食店，店铺里品种还是比较多的，有知名品牌的零食也有一些没见过的品牌。货架摆放合理，按区域分类，能很好挑选自己想到的零食。每月会员日还有8.8折活动！,positive (stars 4 and 5),0.9937
在飞航对面十字路口 小零食很多 。,positive (stars 4 and 5),0.9812
每次到飞航广场都要到零食很忙，买点零食瓜子之类的，其实这家店的位置选的不是特别好，还要横穿一条马路，在飞航广场的斜对面。门口也不是特别好停车，我还要把车停到飞航广场再走过来。门口虽然有车位，但好像并不对外。,positive (stars 4 and 5),0.7981
"口味：好多零食 买都买不完，去买了好多次啦。

环境：特别亮眼，特别显眼，在外面一眼就看到了零食很忙，在五岳广场 十字路口，
服务：人员在里面摆放零食 各种各样的好吃的。「生和堂苹果山楂汁」「旺旺棒棒冰」「生和堂胡萝卜鲜橙汁」「生和堂金银花双柚汁」「苏太太五香味花生」「香之派去骨鸭掌多味散称」「甘源蒜香味青豌豆」「康师傅干脆面」
性价比：好吃不贵，太便宜了",positive (stars 4 and 5),0.9913
家附近新开没多久的零食店  就在吾悦广场的斜对面  黄色的门牌很显眼  现在基本上买零食都会去逛逛  毕竟东西还是很全的 种类超级丰富[笑脸] 最主要的还是价格适中  散称的东西也很多～零食很忙算是大的零食连锁了  总的来说 还是很不错的！,positive (stars 4 and 5),0.9937
"以前只看到开元地中海有，现在家门口也有了，挺快乐的。小朋友吃完饭总爱偷偷的过来逛一圈。买自己喜欢吃的零食！！里面零食品种真的很多，有些是小时候爱吃的
零食也有，性价比还是挺高的~",positive (stars 4 and 5),0.9937
零食很忙开在这里很方便的，那里的东西很便宜环境好，大家可以去那里买。,positive (stars 4 and 5),0.9881
说实在的零食很多 选择性也多，价格实惠的也就零食很忙了……,positive (stars 4 and 5),0.9731
一家新开的点，就在吾悦广场斜对面，黄色的品牌，很亮眼，走过余光都能看见，活动很多，有抵扣券什么的，可以安排一下，但是个感觉性价比去掉抵扣券后，还是一般性吧，总体算下来跟普通超市差不多，一半一半吧，差别不是很大,positive (stars 4 and 5),0.9734
松江一下子开了三家零食很忙，都在商圈附近，选址都很不错。这一家是城区开的第三家，靠近飞航吾悦广场，交通便利。刚开业的时候有一些活动，小朋友很喜欢这里买了挺多零食。现在年底也有一些活动，各种零食基本都很齐全，工作人员服务态度也还不错。,positive (stars 4 and 5),0.9936
就买了一点点东西，喊服务员结账，喊半天都没有人来，别说来人了，，应都没有人应一声，后面要结账的人也喊了半天，跑到很里面的地方喊了半天，隔了好一会才有人出来，出来一个女生拉着脸，不想工作可以不来，拉着脸给谁看，还在那抱怨我们，我是消费者，你抱怨我，，牛，太牛了，一直在那叫，忍着没当场就骂你，遇到下次也怪我骂人,"negative (stars 1, 2 and 3)",0.9884
品种很多，价格实惠，商品摆放整齐,positive (stars 4 and 5),0.9915
零食种类很多，价格便宜，摆放整齐,positive (stars 4 and 5),0.9937
东西很多，价格实惠，买的人挺多的，,positive (stars 4 and 5),0.9908
品种很多，价格实惠，比来一份便宜很多,positive (stars 4 and 5),0.9937
店很好找，就是店员不太有礼貌。,positive (stars 4 and 5),0.7434
真的很多零食，种类挺齐的，会员日去买更划算,positive (stars 4 and 5),0.9937
现在这样的店开的非常多，蛮好的，性价比很高,positive (stars 4 and 5),0.9937
店面的位置有点偏。,positive (stars 4 and 5),0.5712
各种优惠，小零食很好吃,positive (stars 4 and 5),0.9937
零食种类很多，随意挑选，价格合理。,positive (stars 4 and 5),0.9935
零食很忙简直是零食爱好者的天堂！货架满满当当，零食种类多到挑花眼，从坚果果干到辣条薯片，应有尽有。价格实惠性价比绝了，大包零食几块钱就能拿下，日期也很新鲜。平时追剧、下午茶、给孩子囤零食都来这，便宜又好吃，每次都买一堆，幸福感满满！,positive (stars 4 and 5),0.9938
松江开了好几家，招牌亮堂堂的，随便哪家一进店，各种品类的零食应有尽有，从网红爆款到童年回忆，真的是只有你想不到，没有你买不到。价格方面也很实惠，性价比超高，在这里可以尽情地买买买，而且店员服务态度很好，店里的环境也干净整洁，逛起来特别开心，每次来这里，能满载而归，幸福感爆棚！零食爱好者们一定不要错过这家店，赶紧来囤零食吧。一起买起来,positive (stars 4 and 5),0.9937
家人们谁懂啊！偶然逛到零食很忙，直接被拿捏住了。一进店，货架满满当当，几百种零食让人挑花眼，价格还超实惠，比网购还香！我一口气囤了一堆薯片、坚果和小饼干，结账才几十块。店员服务热情，还会帮忙推荐新品。以后买零食就锁死这儿了！,positive (stars 4 and 5),0.9937
"零食届的黑马，湖南起家的零食连锁巨头。

零食很忙，这个从湖南长沙起步的品牌，以其独特的零食量贩销售模式迅速占领市场。品牌以社区门店为主要形态，以低价、量贩式为卖点，专注线下零食连锁，产品线覆盖水饮、牛奶、坚果炒货等多个细分品类。短短几年内，零食很忙已在多个省份布局，门店数量突破10000家，成为零食连锁行业的佼佼者。

最近周杰伦代言，一进商店就滚动播放着杰伦的声音和歌曲?",positive (stars 4 and 5),0.8559
零食很忙=“线下版拼多多”，核心卖点是用低价换流量，适合对品牌忠诚度低、追求性价比的消费者。若注重品质或购物体验，可能不如高端零食店，但对“便宜大碗”的需求来说，它是当前市场的最优解之一。 下次还是会去的！,positive (stars 4 and 5),0.958
"? 它就开在飞航吾悦广场斜对面，招牌亮堂堂的，特别好找。一进店，我就被那琳琅满目的零食货架震撼到了，各种品类的零食应有尽有，从网红爆款到童年回忆，真的是只有你想不到，没有你买不到。
 
? 价格方面也很实惠，性价比超高，在这里可以尽情地买买买，不用担心钱包会“压力山大”。而且店员服务态度很好，店里的环境也干净整洁，逛起来特别舒心。
 
每次来这里，我都能满载而归，幸福感爆棚！零食爱好者们一定不要错过这家店，赶紧来囤零食吧！",positive (stars 4 and 5),0.9915
好吃，吃了很多次了，每次都点他们家的，都只订这家，干净卫生、口味很好。,positive (stars 4 and 5),0.9937
价廉物美工作人员服务态度好。手脚勤快，店面整洁，我去的是开元边上的店,positive (stars 4 and 5),0.9887
披萨还行，可以随便吃吃，价格便宜,positive (stars 4 and 5),0.9812
东西很不错，选择也很多，散装很方便单身汪购买的量。,positive (stars 4 and 5),0.9937
好喝不贵，经济实惠，团购更具性价比！,positive (stars 4 and 5),0.9936
零食品类繁多，服务态度好性价比很高，值得关注,positive (stars 4 and 5),0.9937
买过很多次了，孩子自己喜欢吃什么拿什么,positive (stars 4 and 5),0.9889
团购这个券，原价3.9抵扣2.9,positive (stars 4 and 5),0.5851
"「#生和堂苹果山楂汁」
【口味】「#生和堂胡萝卜鲜橙汁」",positive (stars 4 and 5),0.906
店里也不贵，1块8一罐，但是套餐还是很划算的。,positive (stars 4 and 5),0.9936
服务态度非常非常差！本人今天下午去松江吾悦广场零食很忙买零食给大宝吃，因刚生完二宝没多久，买的零食比较多，拎篮子太重就用了下她们的工作推车，没想到几个女的态度极其恶劣，我都说了我刚生完宝宝，篮子拎不动先借我用一下，她们说不行！我们要理货！叫我立刻马上还给她们！一点人情味都没有！太恶劣了！我应该当时拍下视频的！当时店里一点都不忙，没有其他客户，如果说人多推车推进去占地方我可以理解，关键是就我一个客户！态度太恶劣了！还服务性工作！严重差评！！,"negative (stars 1, 2 and 3)",0.9942
第一次去，买了高粱饴，服务员给我结算时用烤肠的价格算的，看了小票才发现多付了几块钱,"negative (stars 1, 2 and 3)",0.5453
很多次煤气奴婢，便宜又好吃，非常实在。,positive (stars 4 and 5),0.9933
看到出了新品红糖麻糍味的年糕条，巧克力香甜，年糕条香脆，完美搭档。,positive (stars 4 and 5),0.9938
初八开工大吉，老板发了个开工红包，揣着这份喜气正打算去存钱。路过零食很忙，发现居然已经营业了，必须进去逛逛。店里烟火气十足，店员们正忙着补货，码得整整齐齐，看着就舒服。挑了几包小时候最爱的干脆面，酥酥脆脆，还是那个味儿。开工第一天，用红包换零食，也算是一种小小的仪式感吧，新的一年，忙里偷点甜～,positive (stars 4 and 5),0.9903
这条路上银行换了又换这家零食店算开了很久了，带娃的在广场上溜达的时候再进去买个10几块也蛮好的，便宜也不贵。,positive (stars 4 and 5),0.9936
初八开工大吉，老板发了个开工红包，揣着这份喜气正打算去存钱。路过零食很忙，发现居然已经营业了，必须进去逛逛。店里烟火气十足，店员们正忙着补货，码得整整齐齐，看着就舒服。挑了几包小时候最爱的干脆面，酥酥脆脆，还是那个味儿。开工第一天，用红包换零食，也算是一种小小的仪式感吧，新的一年，忙里偷点甜～,positive (stars 4 and 5),0.9903
"团购买了AD钙奶和两瓶饮料，真的太划算了，价格很实惠，哈哈哈，第二次过来打卡了，服务不错喔，直接验券，零食种类很好，价格还行，都是小时候喜欢吃的那种吧，值得推荐
环境：还不错
口味：好吃
服务：很满意
性价比：高",positive (stars 4 and 5),0.9938
"本想核销【西梅饮】团购券，却发现已被平台下架。经了解，此商品存在重大体验缺陷，特此提醒后来者避坑。

此券虽为特价，但核销规则存在严重问题：多位用户反馈，在不同门店核销时，被店员告知需额外补差价（金额从几毛到1元多不等）。这显然是品牌方各门店标价体系与平台优惠信息不同步所致，却要消费者承担后果。

向美团点评平台反馈此问题更是噩梦一场。客服通道故意设置巨大障碍：排队等待超60分钟后，前方仍显示有99+人，极大耗费用户时间与耐心。

而接通后的客服更是令人绝望：不积极处理问题，只会机械回复“已记录，会反馈”，急于结束对话，全程没有任何主动解决问题的意愿。更没有任何后续跟进的处理工单或联系渠道，直接用一条“问题已沟通”的模板短信将用户打发，堪称“假闭环”式处理。

平台的终极解决方案也印证了其懒政：他们不是修复系统bug，而是“一刀切”地将所有500公里内门店的该商品全部下架，导致已购买的用户核销到期为止在长达十几天内始终无法核销。

最坑的一点在于：成功购买此券，会直接消耗掉当天宝贵的平台资格，导致无法再抢购其他心仪的特价商品，机会成本巨大。

此问题系平台与品牌方的系统性失败。从漏洞百出的规则，到形同虚设的客服，再到粗暴的解决方式，全程感受不到对热忱参与平台活动、为平台创造活跃与数据的用户丝毫的尊重。与具体门店店员无关。","negative (stars 1, 2 and 3)",0.9739
这条路上银行换了又换这家零食店算开了很久了，带娃的在广场上溜达的时候再进去买个10几块也蛮好的，便宜也不贵。,positive (stars 4 and 5),0.9936
过去很方便的，正好溜娃，可以让小朋友骑自行车??♀?，就可以过去，几分钟路程，店里来买零食的人还挺多的，估计都是最近网上团购券，都是急着来核销的，零食单价有高有低，性价比很高，经济实惠 我也买了一些，不贵，好吃的！,positive (stars 4 and 5),0.9932
看到出了新品红糖麻糍味的年糕条，巧克力香甜，年糕条香脆，完美搭档。,positive (stars 4 and 5),0.9938
"环境：就在申越广场上，很大很醒目，晚上门口有跳广场舞的阿姨，很热闹。零食种类很多很齐全，因为离家不远所以经常过来。
性价比：一直觉得零食店是比沃尔玛、大润发、盒马那种大型连锁超市要便宜的，结果发现有些尤其是肉类的散称零食还是挺贵的。那个散称的无骨鸡爪居然卖到了80一斤，都比牛肉贵了，买了一个也没多好吃，一小袋差不多3.5左右。雀巢的脆脆鲨还是挺便宜的，家楼下的小便利店一个1.5，这边散称一个不到1块。
服务：有点无语，人多排长队的时候吧，只有一个收银员买单；人少零星两三个的时候，店员又扎堆在门口聊天，收银台一个人都没有…购物基本自助。",positive (stars 4 and 5),0.6352
松江一下子开了很多家这个店，便宜实惠，品类众多。这家的服务员也很好，?,positive (stars 4 and 5),0.9918
"就开在单位附近，很方便
口味：种类很多，零食琳琅满目，可选性很多

环境：新装修的，干净卫生，宽敞，购物体验好
服务：工作人员热情，耐心解答团购详情

性价比：有很多零食性价比很高，很划算，是老百姓值得选购的零食铺",positive (stars 4 and 5),0.9938
那个个子高的中年妇女态度极差，买东西就像欠她钱一样，收银感觉像收账，会员用户也是要服务没有服务，要态度没有态度，空调还不开，注销会员，以后不去了，盒马超市还近一些。,"negative (stars 1, 2 and 3)",0.9819
"松江一家开了很多的连锁店，店铺外观很亮，选择性很高，性价比也很高，店内品种也很多，适合各种人群，很多小时候的回忆的东西，小物件也很多！值得多刷

口味：选择性多

环境：很好

服务：不错

性价比：很高",positive (stars 4 and 5),0.9938
"位置很好找，很显眼，这是连锁店，到处都开的是，主要价格挺便宜的
口味：品种很多，各种各样的小吃，价格实惠，包装
也很好，买了一大包也没有多少钱，并且还有优惠卷可以买，会员还有会员价的哦，还可以积分，不错不错",positive (stars 4 and 5),0.9938
"零食很忙，一下开了很多家，还不错，确实便宜挺多，每月7号是会员日，88折，还是可以的，特价产品不参加。。
第一次吃卡士酸奶，拿了原味的。
不太酸，也不很甜，口感是我喜欢的，厚实醇香，大小适中，每天来一杯很合适。",positive (stars 4 and 5),0.9937
就在茂昌眼镜店隔壁，里面很大很大，好多的种类零食。价钱也实惠。自从他家开了，我都没去过其他零食店买了。,positive (stars 4 and 5),0.9916
食物很对我胃口。性价比非常高，物超所值。,positive (stars 4 and 5),0.9937
"申越广场开了没多久的一家零食专卖店，开张时人头攒动结账都要排很久的队，极力避开高峰期。

晚饭后出来兜一圈顺带里面逛逛，估计有许多喜欢的东西等着我去买单。
口味：品种挺多的，各种油炸膨化食品应有尽有，喜欢的坚果也是比比皆是。
性价比：价格上相比其他店略微便宜点，但优势不大，来这买只能是挑选的余地广点。
服务：货架整洁干净，几个服务员也都是在添货或者整理货架，生意越好她们越忙。",positive (stars 4 and 5),0.9875
